event_id,dataset,setting,vehicle,file,attack_type,start_time,end_time,start_index,end_index,num_positive_samples,duration_seconds,gap_threshold,construction_rule
ctt_test03_34,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1099.0,1112.0,24264,24277,1,13.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_35,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1113.0,1127.0,24278,24292,1,14.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_36,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1128.0,1141.0,24293,24306,1,13.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_37,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1142.0,1156.0,24307,24321,1,14.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_38,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1157.0,1170.0,24322,24335,1,13.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_39,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1171.0,1185.0,24336,24350,1,14.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_40,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1186.0,748.0,24351,28004,1,0.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_41,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,749.0,751.0,28005,28007,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_42,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,752.0,754.0,28008,28010,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_43,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,755.0,757.0,28011,28013,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_44,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,758.0,760.0,28014,28016,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_45,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,761.0,764.0,28017,28020,3,3.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_46,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,765.0,767.0,28021,28023,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_47,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,768.0,770.0,28024,28026,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_48,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,771.0,773.0,28027,28029,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_49,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,774.0,776.0,28030,28032,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_50,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,777.0,780.0,28033,28036,3,3.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_51,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,781.0,783.0,28037,28039,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_52,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,784.0,786.0,28040,28042,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_53,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,787.0,789.0,28043,28045,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_54,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,790.0,792.0,28046,28048,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_55,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,793.0,795.0,28049,28051,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_56,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,796.0,799.0,28052,28055,3,3.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_57,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,800.0,802.0,28056,28058,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_58,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,803.0,805.0,28059,28061,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_59,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,806.0,808.0,28062,28064,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_60,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,809.0,811.0,28065,28067,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_61,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,812.0,815.0,28068,28071,3,3.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_62,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,816.0,818.0,28072,28074,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_63,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,819.0,821.0,28075,28077,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_64,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,822.0,824.0,28078,28080,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_65,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,825.0,828.0,28081,28084,3,3.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_66,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,829.0,830.0,28085,28086,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_67,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,831.0,834.0,28087,28090,3,3.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_68,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,835.0,837.0,28091,28093,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_69,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,838.0,840.0,28094,28096,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_70,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,841.0,843.0,28097,28099,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_71,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,844.0,846.0,28100,28102,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_72,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,847.0,850.0,28103,28106,3,3.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_73,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,851.0,853.0,28107,28109,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_74,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,854.0,856.0,28110,28112,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_75,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,857.0,859.0,28113,28115,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_76,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,860.0,863.0,28116,28119,3,3.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_77,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,864.0,866.0,28120,28122,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_78,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,867.0,869.0,28123,28125,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_79,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,870.0,872.0,28126,28128,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_80,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,873.0,875.0,28129,28131,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_81,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,876.0,879.0,28132,28135,3,3.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_82,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,880.0,882.0,28136,28138,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_83,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,883.0,885.0,28139,28141,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_84,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,886.0,888.0,28142,28144,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_85,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,889.0,891.0,28145,28147,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_86,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,892.0,895.0,28148,28151,3,3.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_87,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,896.0,898.0,28152,28154,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_88,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,899.0,901.0,28155,28157,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_89,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,902.0,904.0,28158,28160,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_90,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,905.0,907.0,28161,28163,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_91,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,908.0,911.0,28164,28167,3,3.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_92,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,912.0,914.0,28168,28170,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_93,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,915.0,917.0,28171,28173,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_94,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,918.0,920.0,28174,28176,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_95,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,921.0,923.0,28177,28179,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_96,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,924.0,927.0,28180,28183,3,3.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_97,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,928.0,930.0,28184,28186,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_98,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,931.0,933.0,28187,28189,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_99,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,934.0,936.0,28190,28192,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_100,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,937.0,939.0,28193,28195,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_101,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,940.0,943.0,28196,28199,3,3.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_102,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,944.0,946.0,28200,28202,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_103,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,947.0,949.0,28203,28205,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_104,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,950.0,952.0,28206,28208,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_105,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,953.0,955.0,28209,28211,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_106,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,956.0,959.0,28212,28215,3,3.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_107,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,960.0,962.0,28216,28218,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_108,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,963.0,965.0,28219,28221,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_109,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,966.0,968.0,28222,28224,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_110,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,969.0,971.0,28225,28227,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_111,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,972.0,974.0,28228,28230,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_112,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,975.0,978.0,28231,28234,3,3.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_113,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,979.0,981.0,28235,28237,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_114,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,982.0,984.0,28238,28240,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_115,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,985.0,987.0,28241,28243,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_116,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,988.0,990.0,28244,28246,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_117,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,991.0,994.0,28247,28250,3,3.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_118,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,995.0,997.0,28251,28253,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_119,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,998.0,1000.0,28254,28256,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_120,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,1001.0,1003.0,28257,28259,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_121,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,1004.0,1006.0,28260,28262,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_122,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,1007.0,1010.0,28263,28266,3,3.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_123,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,1011.0,1013.0,28267,28269,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_124,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,1014.0,1016.0,28270,28272,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_125,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,1017.0,1019.0,28273,28275,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_126,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,1020.0,1022.0,28276,28278,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_127,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,1023.0,1025.0,28279,28281,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_128,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,1026.0,1029.0,28282,28285,3,3.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_129,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,1030.0,1032.0,28286,28288,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_130,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,1033.0,1035.0,28289,28291,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_131,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,1036.0,1038.0,28292,28294,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_132,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,1039.0,1041.0,28295,28297,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_133,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,1042.0,1045.0,28298,28301,3,3.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_134,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,1046.0,1048.0,28302,28304,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_135,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,1049.0,1051.0,28305,28307,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_136,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,1052.0,1054.0,28308,28310,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_137,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,1055.0,1057.0,28311,28313,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_138,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,1058.0,1061.0,28314,28317,3,3.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_139,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,1062.0,1064.0,28318,28320,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_140,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,1065.0,1067.0,28321,28323,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_141,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,1068.0,1070.0,28324,28326,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_142,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,1071.0,1073.0,28327,28329,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_143,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,1074.0,1076.0,28330,28332,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_144,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,1077.0,1080.0,28333,28336,3,3.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_145,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,1081.0,1083.0,28337,28339,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_146,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,1084.0,1086.0,28340,28342,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_147,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,1087.0,1089.0,28343,28345,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test03_148,ctt,ctt_test03,NA,data/raw/can-train-and-test/set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,interval-3,1090.0,1092.0,28346,28348,2,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
